Latitude,Longitude,Time_Created
44.9778901,-93.1746504,6/24/2014 14:52
39.05024173,-84.57728294,6/28/2014 21:42
38.05934144,-84.4919784,7/10/2014 13:55
38.137007,-84.533312,7/20/2014 0:36
38.256954,-85.716666,7/19/2014 12:07
38.229682,-85.750469,7/18/2014 13:24
38.258844,-85.749197,7/18/2014 19:18
36.997198,-94.626156,7/15/2014 11:47
37.726471,-85.881757,7/22/2014 9:42
36.922464,-86.079882,8/16/2014 20:47
38.199167,-85.741138,8/20/2014 15:09
38.036717,-84.503847,8/28/2014 17:29
38.06902,-84.726194,9/2/2014 20:45
38.033484,-84.509354,9/3/2014 12:37
38.047957,-84.428737,9/18/2014 13:19
38.180413,-85.614367,9/29/2014 20:51
41.952,-87.653664,10/31/2014 10:19
38.90869,-77.031599,12/11/2014 17:01
39.062539,-84.539645,12/10/2014 17:38
37.818344,-84.740512,12/20/2014 18:40
35.129484,-89.91519671,12/17/2014 13:29
38.150002,-84.682394,12/17/2014 22:22
38.156612,-85.698175,1/6/2015 12:46
38.179876,-85.766478,2/11/2015 18:02
32.7833,-96.8,2/28/2015 15:18
38.204509,-85.665656,3/9/2015 18:18
38.141772,-84.359268,3/6/2015 18:31
38.179873,-85.766639,3/31/2015 9:28
38.034526,-84.495481,4/10/2015 0:25
